Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-09-15,2016,9,15,Thursday,37,2016-37,42.01,42.39,41.88,42.36,10158500,34.91,0.0059369312763022375,35.31428571428571,36.0296
2016-09-16,2016,9,16,Friday,37,2016-37,42.17,42.26,41.97,42.14,16354000,34.73,-0.00519389238469159,35.26571428571429,35.986999999999995
2016-09-19,2016,9,19,Monday,38,2016-38,42.16,42.37,42.08,42.1,7659900,34.69,-0.0009491846250325731,35.20142857142857,35.93899999999999
2016-09-20,2016,9,20,Tuesday,38,2016-38,42.31,42.53,42.24,42.34,8407200,34.89,0.005700958398726641,35.168571428571425,35.891799999999996
2016-09-21,2016,9,21,Wednesday,38,2016-38,42.28,42.61,42.1,42.53,13654700,35.05,0.004487027830024193,35.13642857142857,35.8476
2016-09-22,2016,9,22,Thursday,38,2016-38,42.71,43.01,42.69,42.96,9288300,35.4,0.010110413160679288,35.13357142857142,35.8078
2016-09-23,2016,9,23,Friday,38,2016-38,42.81,42.94,42.65,42.74,8852700,35.22,-0.005120708494693371,35.1,35.76519999999999
2016-09-26,2016,9,26,Monday,39,2016-39,42.71,42.72,42.01,42.05,15036000,34.65,-0.016144091830122553,35.01857142857143,35.712199999999996
2016-09-27,2016,9,27,Tuesday,39,2016-39,42.19,42.63,42.0,42.59,11920400,35.1,0.012841692259747406,34.97785714285714,35.6682
2016-09-28,2016,9,28,Wednesday,39,2016-39,42.63,42.76,42.03,42.15,15523800,34.74,-0.010330930394550797,34.912142857142854,35.617
