Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-06-15,2016,6,15,Wednesday,24,2016-24,208.04,209.36,207.53,207.75,109124500,184.96,-0.0013937417715645939,187.13357142857143,185.0004
2016-06-16,2016,6,16,Thursday,24,2016-24,207.75,208.57,205.59,208.37,149533100,185.51,0.0029843348612632603,187.07142857142858,185.035
2016-06-17,2016,6,17,Friday,24,2016-24,207.17,207.2,205.75,206.52,117055700,184.82,-0.0037240277931771537,186.90285714285713,185.0998
2016-06-20,2016,6,20,Monday,25,2016-25,208.82,209.61,207.75,207.85,82789600,186.01,0.006439861274211367,186.845,185.17860000000002
2016-06-21,2016,6,21,Tuesday,25,2016-25,208.3,208.92,207.78,208.44,72461700,186.54,0.002838596612403599,186.79785714285714,185.2766
2016-06-22,2016,6,22,Wednesday,25,2016-25,208.65,209.5,207.93,208.1,95560500,186.24,-0.0016311476314985196,186.68857142857146,185.3348
2016-06-23,2016,6,23,Thursday,25,2016-25,209.81,210.87,209.27,210.81,102731400,188.66,0.013022570554798163,186.79214285714286,185.40439999999998
2016-06-24,2016,6,24,Friday,25,2016-25,203.63,210.85,202.72,203.24,333444400,181.89,-0.03590909741618031,186.34357142857144,185.3384
2016-06-27,2016,6,27,Monday,26,2016-26,201.59,201.6,198.65,199.6,230775800,178.63,-0.017910006516695387,185.64142857142858,185.2112
2016-06-28,2016,6,28,Tuesday,26,2016-26,201.48,203.23,201.12,203.2,159382400,181.85,0.018036055025762332,185.12571428571428,185.12240000000003
2016-06-29,2016,6,29,Wednesday,26,2016-26,204.84,206.93,204.72,206.66,137328600,184.95,0.017027633614380644,184.8492857142857,185.0838
2016-06-30,2016,6,30,Thursday,26,2016-26,207.21,209.54,206.56,209.48,165021900,187.47,0.013645540996850336,184.88071428571428,185.09220000000002
2016-07-01,2016,7,1,Friday,26,2016-26,209.48,210.49,209.29,209.92,106055300,187.87,0.00210049869242801,185.0442857142857,185.1286
2016-07-05,2016,7,5,Tuesday,27,2016-27,208.95,209.08,207.71,208.41,109803700,186.51,-0.007193262928489652,185.13642857142858,185.1378
2016-07-06,2016,7,6,Wednesday,27,2016-27,207.83,209.8,207.06,209.66,96021500,187.63,0.005997607534548255,185.32714285714286,185.1758
2016-07-07,2016,7,7,Thursday,27,2016-27,209.87,210.65,208.63,209.53,85593800,187.52,-0.0006198418516860649,185.47071428571425,185.20620000000002
2016-07-08,2016,7,8,Friday,27,2016-27,211.05,212.94,210.78,212.65,133971000,190.31,0.014890394816919672,185.86285714285714,185.28459999999998
2016-07-11,2016,7,11,Monday,28,2016-28,213.19,214.07,212.95,213.4,73633900,190.98,0.003527246358498104,186.21785714285713,185.4104
2016-07-12,2016,7,12,Tuesday,28,2016-28,214.53,215.3,213.43,214.95,101275600,192.37,0.007263157591967495,186.6342857142857,185.5838
2016-07-13,2016,7,13,Wednesday,28,2016-28,215.44,215.45,214.35,214.92,87324100,192.34,-0.00013952621371549068,187.07,185.72740000000002
2016-07-14,2016,7,14,Thursday,28,2016-28,216.4,216.67,215.66,216.12,91230900,193.41,0.005583255342977322,187.40928571428572,185.92460000000003
2016-07-15,2016,7,15,Friday,28,2016-28,216.78,217.01,215.31,215.83,107155400,193.15,-0.001341793808230629,188.2135714285714,186.1372
